open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2026-03-25 18:00:00,70778.99,71149.07,70681.07,70810.34,535.29926,2026-03-25 18:59:59.999,37953343.5156165,140697,272.80668,19343915.7915837,0
2026-03-25 19:00:00,70810.34,71093.37,70777.51,70883.31,513.05944,2026-03-25 19:59:59.999,36388337.1284257,121601,296.15332,21004951.4509412,0
2026-03-25 20:00:00,70883.32,71058.82,70646.34,71009.5,573.58151,2026-03-25 20:59:59.999,40616848.8138354,80576,247.34199,17520071.9391309,0
2026-03-25 21:00:00,71009.5,71175.0,70949.3,71035.24,379.86408,2026-03-25 21:59:59.999,26982943.2591111,65254,190.79629,13551993.6643533,0
2026-03-25 22:00:00,71035.25,71594.11,70947.61,71369.08,505.87572,2026-03-25 22:59:59.999,36057415.5721548,95958,296.22366,21114970.4925136,0
2026-03-25 23:00:00,71369.07,71511.83,71189.55,71336.53,383.33913,2026-03-25 23:59:59.999,27355609.4642201,79048,247.42514,17660928.3978555,0
2026-03-26 00:00:00,71336.53,71436.82,71142.38,71299.27,548.42613,2026-03-26 00:59:59.999,39104605.4040857,95558,273.11276,19474834.9037584,0
2026-03-26 01:00:00,71299.27,71377.04,71159.06,71252.11,522.16838,2026-03-26 01:59:59.999,37223820.8180601,83536,375.67576,26781874.6991232,0
2026-03-26 02:00:00,71252.11,71289.49,70672.37,70893.01,575.89477,2026-03-26 02:59:59.999,40837477.7390018,102953,220.80328,15656551.8574577,0
2026-03-26 03:00:00,70893.01,70968.66,70685.69,70921.47,510.5495,2026-03-26 03:59:59.999,36176640.0043488,84615,233.7906,16567632.0073217,0
2026-03-26 04:00:00,70921.47,70921.47,70721.46,70772.01,433.11432,2026-03-26 04:59:59.999,30677604.4712489,60803,263.5761,18669337.1224783,0
2026-03-26 05:00:00,70772.01,70796.32,69942.96,70016.98,1271.74189,2026-03-26 05:59:59.999,89549585.6097037,175909,462.52382,32574705.2976096,0
2026-03-26 06:00:00,70016.97,70152.63,69855.73,70097.18,1016.19011,2026-03-26 06:59:59.999,71146726.9057406,132707,613.76021,42972143.0658442,0
2026-03-26 07:00:00,70097.19,70167.6,69805.0,70087.44,713.03812,2026-03-26 07:59:59.999,49930100.8309507,120638,315.36266,22081371.2289179,0
2026-03-26 08:00:00,70087.44,70127.69,69806.39,70024.77,510.82818,2026-03-26 08:59:59.999,35730304.350185,122097,303.56291,21229995.8664777,0
2026-03-26 09:00:00,70024.78,70144.44,69409.67,69562.41,1313.07806,2026-03-26 09:59:59.999,91548239.8968625,187473,627.71021,43778129.942523,0
2026-03-26 10:00:00,69562.41,69719.96,69464.58,69517.68,694.15594,2026-03-26 10:59:59.999,48291498.4726958,123128,314.68491,21892286.1169348,0
2026-03-26 11:00:00,69517.68,69667.56,69192.96,69276.01,803.66639,2026-03-26 11:59:59.999,55784918.9369499,149846,359.46347,24953912.4878862,0
2026-03-26 12:00:00,69276.01,69461.28,69226.34,69436.42,589.82378,2026-03-26 12:59:59.999,40910167.5791115,117973,288.21113,19990124.1608695,0
2026-03-26 13:00:00,69436.42,69877.45,69218.0,69646.59,1361.59869,2026-03-26 13:59:59.999,94707511.0644612,245803,742.39884,51644090.6401805,0
2026-03-26 14:00:00,69646.59,69837.12,69259.25,69479.92,943.35709,2026-03-26 14:59:59.999,65638763.1633221,272787,435.51104,30305509.9602947,0
2026-03-26 15:00:00,69479.91,69497.73,68632.4,69082.64,1805.07582,2026-03-26 15:59:59.999,124570284.8320538,317311,756.65647,52213606.4689263,0
2026-03-26 16:00:00,69082.64,69142.94,68823.21,68932.52,949.52674,2026-03-26 16:59:59.999,65491568.6477333,184122,446.24046,30784630.9943148,0
2026-03-26 17:00:00,68932.53,69162.0,68377.83,68486.86,1130.52816,2026-03-26 17:59:59.999,77738780.8089053,163517,428.06111,29438726.5520887,0
2026-03-26 18:00:00,68486.86,68603.75,68153.0,68497.25,1402.56662,2026-03-26 18:59:59.999,95839395.9863027,198126,682.93004,46667381.8747317,0
2026-03-26 19:00:00,68497.25,68681.54,68358.8,68534.36,543.97259,2026-03-26 19:59:59.999,37281727.1294322,118557,315.76288,21641325.1373245,0
2026-03-26 20:00:00,68534.37,69478.42,68436.74,69005.21,1707.65634,2026-03-26 20:59:59.999,118014525.0658019,234687,927.64174,64113784.7983131,0
2026-03-26 21:00:00,69005.21,69205.43,68879.05,68921.1,598.68777,2026-03-26 21:59:59.999,41310055.3888221,89758,296.01404,20424293.2903397,0
2026-03-26 22:00:00,68921.1,69028.89,68603.24,68892.67,484.39394,2026-03-26 22:59:59.999,33338713.3942318,126742,243.12046,16734711.5921404,0
2026-03-26 23:00:00,68892.66,68994.16,68640.0,68820.31,390.41835,2026-03-26 23:59:59.999,26856717.8398277,89056,189.81977,13059041.524263,0
2026-03-27 00:00:00,68820.31,68965.15,68531.37,68785.01,634.46014,2026-03-27 00:59:59.999,43637608.3544427,120554,337.06123,23183515.1907749,0
2026-03-27 01:00:00,68785.0,69066.51,68700.0,69051.27,555.05692,2026-03-27 01:59:59.999,38217927.5396928,81547,362.01475,24927982.1911717,0
2026-03-27 02:00:00,69051.27,69179.05,68862.0,68903.59,948.45642,2026-03-27 02:59:59.999,65424849.5074205,85960,447.90346,30893380.6453006,0
2026-03-27 03:00:00,68903.58,68924.0,68668.72,68767.51,576.98772,2026-03-27 03:59:59.999,39700779.0762339,83396,297.03494,20440046.0537805,0
2026-03-27 04:00:00,68767.5,68791.4,68304.14,68578.0,846.47748,2026-03-27 04:59:59.999,58002851.6621838,120439,433.95077,29737791.6181507,0
2026-03-27 05:00:00,68577.99,68865.88,68511.79,68630.77,773.74806,2026-03-27 05:59:59.999,53098355.2647939,91846,423.57139,29069582.1565183,0
2026-03-27 06:00:00,68630.76,68846.0,68567.62,68656.15,672.0882,2026-03-27 06:59:59.999,46206891.8915075,79741,330.01666,22690232.8694894,0
2026-03-27 07:00:00,68656.16,68955.53,68399.18,68540.48,1641.76445,2026-03-27 07:59:59.999,112737917.4746081,147192,855.73167,58773096.2172451,0
2026-03-27 08:00:00,68540.49,68635.07,67609.29,67920.5,1817.58289,2026-03-27 08:59:59.999,123695256.4747448,222657,878.24979,59788807.3966573,0
2026-03-27 09:00:00,67920.51,67960.32,67548.67,67695.81,812.25094,2026-03-27 09:59:59.999,55058671.9061617,140738,380.40689,25789667.8397551,0
2026-03-27 10:00:00,67695.81,67778.99,66326.38,66502.41,3012.9263,2026-03-27 10:59:59.999,201755480.00225633,359696,1447.77384,96932290.3816842,0
2026-03-27 11:00:00,66502.41,66848.05,66231.96,66702.78,1683.20205,2026-03-27 11:59:59.999,112095924.4102721,243482,792.42324,52783138.3430158,0
2026-03-27 12:00:00,66702.78,66773.25,66432.19,66619.76,964.55681,2026-03-27 12:59:59.999,64243646.3926425,159337,456.89131,30433974.6073118,0
2026-03-27 13:00:00,66619.75,66757.3,66025.0,66188.32,2427.72498,2026-03-27 13:59:59.999,161389872.5538502,335472,1283.79735,85394815.7182282,0
2026-03-27 14:00:00,66188.31,66404.0,65730.17,66205.06,2475.49917,2026-03-27 14:59:59.999,163380657.5230092,381936,1148.15296,75789486.3369771,0
2026-03-27 15:00:00,66205.07,66638.25,65958.75,66112.82,2405.26081,2026-03-27 15:59:59.999,159434669.5945759,299637,1340.55904,88858724.2481358,0
2026-03-27 16:00:00,66112.82,66177.99,65812.43,65979.29,1226.73521,2026-03-27 16:59:59.999,80892529.4927819,241633,603.29776,39782159.6350774,0
2026-03-27 17:00:00,65979.29,66290.0,65600.0,65632.92,1002.16119,2026-03-27 17:59:59.999,66069852.4948863,225333,473.59636,31238611.3131573,0
2026-03-27 18:00:00,65632.93,65951.96,65548.25,65836.69,915.82085,2026-03-27 18:59:59.999,60195917.0819668,206020,518.46382,34078521.4496006,0
2026-03-27 19:00:00,65836.69,66145.0,65700.0,66040.66,818.3401,2026-03-27 19:59:59.999,53961395.7582735,184532,502.27018,33124195.0789006,0
2026-03-27 20:00:00,66040.65,66152.51,65817.44,66020.76,511.09525,2026-03-27 20:59:59.999,33733833.0046222,117420,216.38785,14282788.6730773,0
2026-03-27 21:00:00,66020.77,66186.01,66013.0,66098.0,636.71362,2026-03-27 21:59:59.999,42098659.4913608,83512,354.24693,23423579.4472757,0
2026-03-27 22:00:00,66098.0,66098.01,65920.0,66020.79,739.86415,2026-03-27 22:59:59.999,48839683.5491421,74328,438.24286,28926722.5954901,0
2026-03-27 23:00:00,66020.79,66420.75,65970.25,66407.28,504.92186,2026-03-27 23:59:59.999,33444992.2084835,72898,246.58348,16336916.2589055,0
2026-03-28 00:00:00,66407.28,66520.46,66293.35,66431.55,499.89072,2026-03-28 00:59:59.999,33198383.730597,86952,253.9901,16866744.1428729,0
2026-03-28 01:00:00,66431.54,66431.55,66056.09,66178.85,613.17173,2026-03-28 01:59:59.999,40598062.6269425,81732,274.16418,18146036.7472719,0
2026-03-28 02:00:00,66178.86,66251.67,65932.09,66053.2,490.39923,2026-03-28 02:59:59.999,32405564.6118552,81892,158.48619,10471709.9748937,0
2026-03-28 03:00:00,66053.2,66259.66,66053.19,66240.0,705.96536,2026-03-28 03:59:59.999,46727833.3114588,59126,398.86219,26402259.034743,0
2026-03-28 04:00:00,66240.0,66304.72,66110.0,66285.01,452.84284,2026-03-28 04:59:59.999,29999288.3655405,54008,267.49518,17722645.0493026,0
2026-03-28 05:00:00,66285.01,66407.96,66202.01,66341.9,675.62625,2026-03-28 05:59:59.999,44802651.6800922,58286,308.16006,20434087.5255483,0
2026-03-28 06:00:00,66341.9,66500.0,66308.93,66382.0,485.97016,2026-03-28 06:59:59.999,32279881.0860826,61628,239.8213,15932664.0608251,0
2026-03-28 07:00:00,66382.0,66573.61,66379.8,66561.48,737.38217,2026-03-28 07:59:59.999,49008730.428092,55289,528.61544,35132294.9725147,0
2026-03-28 08:00:00,66561.49,66570.09,66387.06,66409.33,708.34892,2026-03-28 08:59:59.999,47109348.1309685,58942,309.31577,20571372.9026546,0
2026-03-28 09:00:00,66409.34,66416.77,66243.01,66311.32,634.09125,2026-03-28 09:59:59.999,42060968.7121983,66035,169.54262,11247552.7255679,0
2026-03-28 10:00:00,66311.32,66411.79,66124.4,66221.38,306.12343,2026-03-28 10:59:59.999,20270327.1142973,55392,106.70232,7067965.9730544,0
2026-03-28 11:00:00,66221.37,66358.0,66201.91,66319.47,223.42305,2026-03-28 11:59:59.999,14811128.8899323,39646,125.7498,8336416.1497927,0
2026-03-28 12:00:00,66319.46,66527.01,66240.87,66455.09,344.10648,2026-03-28 12:59:59.999,22849246.7783519,58182,179.04094,11891456.9515885,0
2026-03-28 13:00:00,66455.1,67163.99,66407.65,66835.1,1040.57902,2026-03-28 13:59:59.999,69551960.5547073,152404,624.10109,41711212.0715703,0
2026-03-28 14:00:00,66835.1,66967.01,66666.66,66742.1,570.49869,2026-03-28 14:59:59.999,38117986.2450736,111938,321.46897,21481176.4736688,0
2026-03-28 15:00:00,66742.09,67288.94,66717.15,67014.91,771.68723,2026-03-28 15:59:59.999,51762619.7564043,123867,426.80379,28630215.4791387,0
2026-03-28 16:00:00,67014.92,67096.77,66855.24,66926.95,342.70522,2026-03-28 16:59:59.999,22957664.8079884,81526,163.81057,10973430.335201,0
2026-03-28 17:00:00,66926.94,66996.61,66704.0,66846.21,310.89662,2026-03-28 17:59:59.999,20778271.0380704,73845,123.03056,8222725.6856765,0
2026-03-28 18:00:00,66846.2,66963.51,66834.87,66908.03,234.04169,2026-03-28 18:59:59.999,15658519.1993732,51292,139.67782,9345477.7166975,0
2026-03-28 19:00:00,66908.03,66954.0,66804.71,66916.52,202.96743,2026-03-28 19:59:59.999,13572206.7652295,38464,116.55076,7793627.0633172,0
2026-03-28 20:00:00,66916.52,67010.0,66906.0,66906.0,262.72665,2026-03-28 20:59:59.999,17588464.2019754,45447,107.16677,7175802.5201768,0
2026-03-28 21:00:00,66906.0,66926.31,66600.01,66685.53,291.07026,2026-03-28 21:59:59.999,19443582.6751462,59678,175.66351,11735449.6849574,0
2026-03-28 22:00:00,66685.53,66788.88,66588.22,66755.88,224.47432,2026-03-28 22:59:59.999,14971273.6685652,50568,104.16716,6949577.7965826,0
2026-03-28 23:00:00,66755.88,66755.88,66283.38,66377.03,333.40975,2026-03-28 23:59:59.999,22152291.0681179,81229,130.65415,8679511.1862317,0
2026-03-29 00:00:00,66377.04,66500.0,66281.4,66487.93,285.17232,2026-03-29 00:59:59.999,18940104.9482078,82249,126.84241,8424578.8274915,0
2026-03-29 01:00:00,66487.93,66620.0,66385.88,66569.22,295.19169,2026-03-29 01:59:59.999,19638233.7443378,81651,162.49466,10810788.0542141,0
2026-03-29 02:00:00,66569.22,66843.66,66540.96,66818.0,293.83335,2026-03-29 02:59:59.999,19596896.2045665,66072,197.94022,13202105.6232033,0
2026-03-29 03:00:00,66818.01,67130.5,66760.48,66912.0,660.9466,2026-03-29 03:59:59.999,44197998.4901122,84748,329.17045,22016104.1518785,0
2026-03-29 04:00:00,66912.0,66936.6,66717.51,66735.14,168.5724,2026-03-29 04:59:59.999,11266114.9948732,46319,58.55915,3913497.8402901,0
2026-03-29 05:00:00,66735.14,66828.05,66597.1,66771.94,418.44564,2026-03-29 05:59:59.999,27908273.4399675,62496,243.37547,16232661.8625879,0
2026-03-29 06:00:00,66771.94,66872.0,66636.0,66738.5,418.74617,2026-03-29 06:59:59.999,27951565.1383739,55633,149.6816,9990325.5598494,0
2026-03-29 07:00:00,66738.5,66752.61,66556.78,66671.0,346.10727,2026-03-29 07:59:59.999,23069578.6443946,55863,199.10967,13272503.2019249,0
2026-03-29 08:00:00,66671.0,66772.83,66600.0,66724.0,177.06023,2026-03-29 08:59:59.999,11809344.0703873,47081,84.54094,5638791.5994748,0
2026-03-29 09:00:00,66724.0,66773.02,66549.54,66634.01,225.04256,2026-03-29 09:59:59.999,14999460.6878889,56907,108.63086,7239577.4912754,0
2026-03-29 10:00:00,66634.01,66634.02,66418.0,66502.79,345.865,2026-03-29 10:59:59.999,23003006.5656078,73703,122.78482,8165965.8776251,0
2026-03-29 11:00:00,66502.8,66988.01,66502.79,66816.28,336.66276,2026-03-29 11:59:59.999,22490938.6909086,90165,197.28348,13178206.8928725,0
2026-03-29 12:00:00,66816.29,66870.34,66703.07,66849.88,185.85649,2026-03-29 12:59:59.999,12412904.9106954,53525,95.03955,6347672.5387259,0
2026-03-29 13:00:00,66849.88,66875.24,66524.28,66580.36,359.5639,2026-03-29 13:59:59.999,23967113.0704231,89576,164.7036,10980759.96393,0
2026-03-29 14:00:00,66580.36,66797.01,66461.0,66589.64,372.89659,2026-03-29 14:59:59.999,24825800.4770218,96230,173.48873,11550874.0340692,0
2026-03-29 15:00:00,66589.64,66730.6,66334.37,66523.0,518.27098,2026-03-29 15:59:59.999,34458876.4049745,100232,306.15063,20351170.213206,0
2026-03-29 16:00:00,66523.01,66665.05,66435.75,66499.35,232.56305,2026-03-29 16:59:59.999,15477285.4001427,87108,108.5335,7223766.5758642,0
2026-03-29 17:00:00,66499.36,66546.0,66158.26,66385.84,329.15631,2026-03-29 17:59:59.999,21833050.0797072,82544,132.67343,8801351.4079765,0
2026-03-29 18:00:00,66385.84,66540.43,66321.66,66427.26,147.43013,2026-03-29 18:59:59.999,9792814.7644167,51700,67.75683,4500521.8685497,0
2026-03-29 19:00:00,66427.27,66477.81,66323.3,66348.62,285.67371,2026-03-29 19:59:59.999,18971928.2189496,47271,122.71443,8150127.1112679,0
2026-03-29 20:00:00,66348.61,66793.83,66348.61,66614.05,280.05501,2026-03-29 20:59:59.999,18652992.2824903,58968,180.66258,12032143.9392656,0
2026-03-29 21:00:00,66614.04,66756.51,66509.41,66710.12,220.10647,2026-03-29 21:59:59.999,14666917.3032423,52885,120.26873,8013792.4187422,0
2026-03-29 22:00:00,66710.12,66710.12,65000.0,65860.31,2219.11979,2026-03-29 22:59:59.999,145606882.1417393,353171,822.87419,53991856.6623388,0
2026-03-29 23:00:00,65860.31,66382.98,65859.91,66010.93,930.51742,2026-03-29 23:59:59.999,61465436.932558,270080,494.14839,32644953.6335634,0
2026-03-30 00:00:00,66010.93,67059.66,65800.59,66280.25,1328.87485,2026-03-30 00:59:59.999,88402491.3197013,387565,749.35114,49868470.8138567,0
2026-03-30 01:00:00,66280.24,66834.79,66280.24,66653.74,685.87133,2026-03-30 01:59:59.999,45674533.583272,192774,423.33421,28187763.8675941,0
2026-03-30 02:00:00,66653.74,67450.0,66580.01,67121.01,1220.60217,2026-03-30 02:59:59.999,81805777.5871989,219056,659.48037,44204253.2890135,0
2026-03-30 03:00:00,67121.01,67319.33,66977.62,67173.8,466.26604,2026-03-30 03:59:59.999,31308868.6122205,153126,246.45355,16550547.6491157,0
2026-03-30 04:00:00,67173.8,67650.01,67167.92,67616.29,809.57231,2026-03-30 04:59:59.999,54608345.1839001,162626,450.76391,30405399.7704679,0
2026-03-30 05:00:00,67616.28,67800.0,67442.0,67492.46,627.15632,2026-03-30 05:59:59.999,42407043.3575564,137903,336.04717,22721900.3690158,0
2026-03-30 06:00:00,67492.46,67585.97,67278.53,67305.14,721.7835,2026-03-30 06:59:59.999,48625206.8094241,114040,314.70465,21201650.0425046,0
2026-03-30 07:00:00,67305.14,67624.39,67227.88,67624.39,584.47106,2026-03-30 07:59:59.999,39388711.2827653,111767,322.58642,21745220.1961121,0
2026-03-30 08:00:00,67624.39,67946.02,67604.56,67666.44,1729.15176,2026-03-30 08:59:59.999,117207953.1949365,156355,790.15228,53573851.2768667,0
2026-03-30 09:00:00,67666.44,67698.62,67460.0,67495.46,607.44273,2026-03-30 09:59:59.999,41049251.4272901,90232,242.1958,16364397.9951424,0
2026-03-30 10:00:00,67495.46,67518.37,67360.41,67488.53,255.63666,2026-03-30 10:59:59.999,17240420.9847533,66480,106.0682,7153604.8766007,0
2026-03-30 11:00:00,67488.88,68042.3,67488.88,67680.45,790.86208,2026-03-30 11:59:59.999,53545353.6634445,159590,389.43944,26377977.2725387,0
2026-03-30 12:00:00,67680.44,67979.93,67666.17,67899.59,627.65449,2026-03-30 12:59:59.999,42602883.9370498,141000,375.02544,25455834.6873986,0
2026-03-30 13:00:00,67899.59,68169.65,67428.57,67529.52,1379.99177,2026-03-30 13:59:59.999,93664794.0440338,251500,527.42492,35808167.7057868,0
2026-03-30 14:00:00,67529.52,67864.49,67088.73,67799.54,1205.57197,2026-03-30 14:59:59.999,81266034.6562651,286048,568.28367,38323396.4732342,0
2026-03-30 15:00:00,67799.54,67896.89,67407.63,67629.4,964.70473,2026-03-30 15:59:59.999,65275371.152185,206064,477.0559,32282253.6397717,0
2026-03-30 16:00:00,67629.4,67641.65,67222.0,67368.1,660.26793,2026-03-30 16:59:59.999,44495882.453708,167931,340.22315,22931018.9573053,0
2026-03-30 17:00:00,67368.1,67465.2,66650.0,66828.02,917.71373,2026-03-30 17:59:59.999,61464310.6972598,202805,392.80381,26302133.1341011,0
2026-03-30 18:00:00,66828.02,66929.18,66508.25,66653.46,498.11738,2026-03-30 18:59:59.999,33224348.7577509,131192,231.61494,15450459.5365688,0
2026-03-30 19:00:00,66653.45,66664.57,66233.13,66550.05,597.89786,2026-03-30 19:59:59.999,39708455.6199538,174554,264.65959,17577067.9072773,0
2026-03-30 20:00:00,66550.06,66691.48,66523.75,66651.4,324.61202,2026-03-30 20:59:59.999,21626734.1375042,97052,186.60819,12432587.3377993,0
2026-03-30 21:00:00,66651.41,66994.17,66587.32,66809.3,481.422,2026-03-30 21:59:59.999,32176094.0565828,103837,300.52215,20086689.4228647,0
2026-03-30 22:00:00,66809.3,66989.1,66683.72,66784.98,169.50316,2026-03-30 22:59:59.999,11323907.0106627,84983,88.94477,5942175.3968969,0
2026-03-30 23:00:00,66784.97,66797.38,66419.79,66797.37,698.2419,2026-03-30 23:59:59.999,46524917.3626563,104369,372.17526,24801157.2335473,0
2026-03-31 00:00:00,66797.38,67303.33,66544.51,67208.75,658.94529,2026-03-31 00:59:59.999,44099695.9580205,191088,393.59593,26337297.1846273,0
2026-03-31 01:00:00,67208.74,68408.37,67050.0,67938.54,1458.05548,2026-03-31 01:59:59.999,99050575.1001929,292849,873.1389,59302635.7780983,0
2026-03-31 02:00:00,67938.05,68096.87,67775.18,67943.43,435.18783,2026-03-31 02:59:59.999,29578428.1853737,128083,208.78517,14193436.6979327,0
2026-03-31 03:00:00,67943.43,68009.99,67648.2,67704.74,387.87365,2026-03-31 03:59:59.999,26289906.1824811,105922,146.71679,9947468.1942758,0
2026-03-31 04:00:00,67704.74,67979.38,67405.89,67544.01,1149.88888,2026-03-31 04:59:59.999,77791058.6014799,123939,414.63081,28072242.5628493,0
2026-03-31 05:00:00,67544.01,67780.34,67400.0,67681.68,653.43122,2026-03-31 05:59:59.999,44182442.3272217,133582,376.73227,25475279.7217283,0
2026-03-31 06:00:00,67681.69,67711.02,67333.33,67492.85,511.27605,2026-03-31 06:59:59.999,34498903.0179359,121493,217.23934,14658196.1588734,0
2026-03-31 07:00:00,67492.86,67524.65,67103.32,67367.69,1579.98188,2026-03-31 07:59:59.999,106359970.3788738,145622,605.41659,40752722.8381393,0
2026-03-31 08:00:00,67367.7,67496.0,66688.68,66778.33,897.84489,2026-03-31 08:59:59.999,60236165.7141717,174041,260.15629,17440128.5051505,0
2026-03-31 09:00:00,66778.34,66924.33,65998.05,66124.99,1512.48446,2026-03-31 09:59:59.999,100534455.6949861,239700,619.46699,41195786.6725227,0
2026-03-31 10:00:00,66125.0,66471.08,66100.01,66363.38,788.27557,2026-03-31 10:59:59.999,52286554.1690158,145303,446.23322,29600794.3637268,0
2026-03-31 11:00:00,66363.38,66922.58,66240.14,66685.69,989.3859,2026-03-31 11:59:59.999,65932634.0742225,203458,585.61079,39041757.436585,0
2026-03-31 12:00:00,66685.69,66939.9,66520.71,66653.26,539.00678,2026-03-31 12:59:59.999,35968795.4261587,164024,249.72259,16669203.4198099,0
2026-03-31 13:00:00,66653.27,67412.11,66653.27,67302.29,1087.22021,2026-03-31 13:59:59.999,72908698.1179671,258227,516.73142,34659481.9590159,0
2026-03-31 14:00:00,67302.28,67767.87,66427.53,66587.45,1485.37387,2026-03-31 14:59:59.999,99828835.8254467,390117,615.24153,41366461.5220315,0
2026-03-31 15:00:00,66587.46,67283.25,66587.46,66736.8,1025.58837,2026-03-31 15:59:59.999,68683924.1528299,312283,471.74334,31592794.2434492,0
2026-03-31 16:00:00,66736.79,68030.19,66729.28,67665.83,1334.03651,2026-03-31 16:59:59.999,90073634.2336934,426038,791.73792,53466071.564717,0
2026-03-31 17:00:00,67665.83,68589.49,67403.81,67526.75,2195.81331,2026-03-31 17:59:59.999,149343648.7611285,448962,1202.7266,81809747.0254292,0
2026-03-31 18:00:00,67526.76,67947.98,67526.3,67854.05,426.40012,2026-03-31 18:59:59.999,28895375.3828124,185882,239.23889,16210906.2690055,0
2026-03-31 19:00:00,67854.04,68029.41,67716.35,67838.8,435.2447,2026-03-31 19:59:59.999,29547211.8770696,175714,226.51613,15378912.2771578,0
2026-03-31 20:00:00,67838.79,68267.27,67831.7,68265.53,693.06575,2026-03-31 20:59:59.999,47172293.0502389,124089,410.82614,27963636.2315832,0
2026-03-31 21:00:00,68265.53,68410.3,67884.0,68277.99,494.48096,2026-03-31 21:59:59.999,33688500.9399479,141839,250.24542,17052115.0575351,0
2026-03-31 22:00:00,68278.0,68341.16,67962.27,68172.87,755.55219,2026-03-31 22:59:59.999,51503495.3587956,117127,264.2852,18016406.727743,0
2026-03-31 23:00:00,68173.59,68371.1,68090.2,68284.48,610.99275,2026-03-31 23:59:59.999,41713284.9248103,97438,339.44435,23175210.3547752,0
2026-04-01 00:00:00,68284.49,68343.77,67853.3,68330.75,542.79511,2026-04-01 00:59:59.999,36964428.9306149,141298,252.65587,17213688.1801608,0
2026-04-01 01:00:00,68330.76,68378.64,67760.33,67782.73,966.68117,2026-04-01 01:59:59.999,65737891.7454296,152219,451.41432,30707390.3215428,0
2026-04-01 02:00:00,67782.74,67913.98,67578.75,67668.89,1114.17912,2026-04-01 02:59:59.999,75488162.1317747,130482,649.1144,43985748.9775553,0
2026-04-01 03:00:00,67668.9,68250.0,67668.9,68170.67,551.94514,2026-04-01 03:59:59.999,37558350.2655191,120855,349.53131,23783777.9993857,0
2026-04-01 04:00:00,68170.67,68476.26,68005.33,68303.83,711.87735,2026-04-01 04:59:59.999,48535951.6071027,120404,337.8626,23046727.7834342,0
2026-04-01 05:00:00,68303.83,68755.51,68150.0,68456.02,817.4812,2026-04-01 05:59:59.999,55986817.2167996,158981,463.29679,31734140.7787802,0
2026-04-01 06:00:00,68456.01,69236.78,68456.01,69102.85,1241.29278,2026-04-01 06:59:59.999,85573484.958869,202557,713.59364,49186265.9771993,0
2026-04-01 07:00:00,69102.8,69310.0,68667.02,68692.0,1537.595,2026-04-01 07:59:59.999,105998400.753271,167297,705.9163,48676245.4956716,0
2026-04-01 08:00:00,68692.0,68851.35,68389.21,68670.16,1279.02403,2026-04-01 08:59:59.999,87770962.7043571,164398,646.66797,44385789.4887246,0
2026-04-01 09:00:00,68670.15,68733.78,68390.25,68644.0,480.44871,2026-04-01 09:59:59.999,32932448.5740685,132848,204.76908,14035233.5095063,0
2026-04-01 10:00:00,68644.01,68662.26,68407.08,68585.55,974.80784,2026-04-01 10:59:59.999,66814968.0801882,102851,540.2875,37043728.5333605,0
2026-04-01 11:00:00,68585.55,68736.15,68505.91,68712.52,752.56981,2026-04-01 11:59:59.999,51618577.0041597,95196,401.14208,27516179.9122743,0
2026-04-01 12:00:00,68712.52,68786.0,68248.3,68393.6,1365.22557,2026-04-01 12:59:59.999,93540401.2087322,194431,667.88113,45775769.6690316,0
2026-04-01 13:00:00,68393.6,68681.25,67918.83,68116.07,1032.06992,2026-04-01 13:59:59.999,70434739.2655751,277507,540.26179,36877380.3877019,0
2026-04-01 14:00:00,68116.06,68690.98,68059.38,68593.55,905.1708,2026-04-01 14:59:59.999,61909080.1570197,261893,500.73278,34248483.3296865,0
2026-04-01 15:00:00,68593.56,68965.0,68428.94,68918.52,789.38357,2026-04-01 15:59:59.999,54260261.722722,200302,463.37926,31862679.7415432,0
2026-04-01 16:00:00,68918.52,68986.66,68610.0,68816.34,705.16345,2026-04-01 16:59:59.999,48516428.7538847,176410,316.6493,21791070.1564072,0
